V_G_V,E_MVcm,P_uCcm2
-1.499999999999990008e+00,5.868405249518099387e-01,-9.351350476447800597e-01
-1.549999999999990052e+00,5.949204396766499814e-01,-9.086192385475100330e-01
-1.599999999999990097e+00,6.033514407138069746e-01,-8.807398822014990136e-01
-1.649999999999989919e+00,6.120497157055689863e-01,-8.517513450277059972e-01
-1.699999999999989964e+00,6.209501426728069040e-01,-8.218531978746319577e-01
-1.749999999999990008e+00,6.300031456341219638e-01,-7.911988977061019668e-01
-1.799999999999990052e+00,6.391711758431669610e-01,-7.599060079273609603e-01
-1.849999999999990097e+00,6.484257222473389648e-01,-7.280650214466829473e-01
-1.899999999999989919e+00,6.577450013696359843e-01,-6.957462316647889944e-01
-1.949999999999989964e+00,6.671122376258940001e-01,-6.630048717958660909e-01
-1.999999999999990008e+00,6.765144017247459729e-01,-6.298848975427420172e-01
-2.049999999999990052e+00,6.859412892691819641e-01,-5.964217557148869808e-01
-2.099999999999989875e+00,6.953848462494279792e-01,-5.626444138515099835e-01
-2.149999999999990141e+00,7.048386717350449970e-01,-5.285768582668970428e-01
-2.199999999999989964e+00,7.142976479581079063e-01,-4.942392093503670258e-01
-2.249999999999989786e+00,7.237576626569589555e-01,-4.596485592600940140e-01
-2.299999999999990052e+00,7.332153987595649847e-01,-4.248196067263129705e-01
-2.349999999999989875e+00,7.426681737200119260e-01,-3.897651420068949935e-01
-2.399999999999990141e+00,7.521138158988399658e-01,-3.544964197760059887e-01
-2.449999999999989964e+00,7.615505687160469828e-01,-3.190234478431310250e-01
-2.499999999999980016e+00,7.709770156059370105e-01,-2.833552128686059879e-01
-2.549999999999979838e+00,7.803920206441460339e-01,-2.474998587071120248e-01
-2.599999999999980105e+00,7.897946811507489118e-01,-2.114648285980299802e-01
-2.649999999999979927e+00,7.991842895707549355e-01,-1.752569793564549838e-01
-2.699999999999980194e+00,8.085603026091350287e-01,-1.388826736694440123e-01
-2.749999999999980016e+00,8.179223160777180368e-01,-1.023478551581259999e-01
-2.799999999999979838e+00,8.272700442661039544e-01,-6.565810980078090608e-02
-2.849999999999980105e+00,8.366033029039510183e-01,-2.881871655591719886e-02
-2.899999999999979927e+00,8.459219950746559302e-01,8.165310942319189969e-03
-2.949999999999980194e+00,8.552260994182550036e-01,4.528918951664769738e-02
-2.999999999999980016e+00,8.645156602377129795e-01,8.254833728273190674e-02
-3.049999999999979838e+00,8.737907791229759802e-01,1.199383489822489907e-01
-3.099999999999980105e+00,8.830516079154169251e-01,1.574549753736639857e-01
-3.149999999999979927e+00,8.922983426399059281e-01,1.950941054025579768e-01
-3.199999999999980194e+00,9.015312183659258682e-01,2.328517511745810120e-01
-3.249999999999980016e+00,9.107505048239609158e-01,2.707240351820530133e-01
-3.299999999999979838e+00,9.199565026460059247e-01,3.087071793766519856e-01
-3.349999999999980105e+00,9.291495010375289132e-01,3.467973334726950352e-01
-3.399999999999979927e+00,9.383297002152709565e-01,3.849902518963910225e-01
-3.449999999999980194e+00,9.474974508251869931e-01,4.232822898099030118e-01
-3.499999999999980016e+00,9.566531361575669745e-01,4.616699219107520125e-01
-3.549999999999979838e+00,9.657971559675579964e-01,5.001496776855270943e-01
-3.599999999999980105e+00,9.749299248459150080e-01,5.387181365320320436e-01
-3.649999999999979927e+00,9.840518707517178498e-01,5.773719232907080778e-01
-3.699999999999980194e+00,9.931634337454829931e-01,6.161077043792599905e-01
-3.749999999999980016e+00,1.002265064842639886e+00,6.549221842216769174e-01
-3.799999999999979838e+00,1.011357225042409880e+00,6.938121022304379881e-01
