v_node,cycle,phase,pulse,segment,E_gate_J,E_drain_J,E_total_J,last_drain_ID_A,n_samples
2.025,14,erase,0,hold,4.045204e-15,1.710497e-17,4.062309e-15,1.326557e-11,40
2.025,14,erase,0,fall,-1.589640e-15,1.316809e-19,-1.589508e-15,8.919713e-08,31
2.025,14,relax,0,hold,-5.489366e-17,-2.404497e-18,-5.729816e-17,-3.471417e-14,70
2.025,15,fire,1,rise,2.724798e-16,5.479962e-16,8.204760e-16,2.451928e-05,30
2.025,15,fire,1,write,nan,nan,nan,nan,0
2.025,15,fire,1,fall,6.343374e-22,1.233897e-15,1.233898e-15,2.470265e-05,30
2.025,15,fire,2,rise,6.402776e-22,1.233897e-15,1.233898e-15,2.470266e-05,30
2.025,15,fire,2,write,nan,nan,nan,nan,0
2.025,15,fire,2,fall,1.226292e-21,1.233966e-15,1.233967e-15,2.470404e-05,30
2.025,15,fire,3,rise,1.231951e-21,1.233967e-15,1.233968e-15,2.470406e-05,30
2.025,15,fire,3,write,nan,nan,nan,nan,0
2.025,15,fire,3,fall,1.787509e-21,1.234077e-15,1.234079e-15,2.470627e-05,30
2.025,15,fire,4,rise,1.792849e-21,1.234079e-15,1.234080e-15,2.470629e-05,30
2.025,15,fire,4,write,nan,nan,nan,nan,0
2.025,15,fire,4,fall,2.315687e-21,1.234228e-15,1.234230e-15,2.470928e-05,30
2.025,15,fire,5,rise,2.320761e-21,1.234230e-15,1.234232e-15,2.470932e-05,30
2.025,15,fire,5,write,nan,nan,nan,nan,0
2.025,15,fire,5,fall,2.893252e-21,1.234416e-15,1.234419e-15,2.471306e-05,30
2.025,15,fire,6,rise,2.900256e-21,1.234418e-15,1.234421e-15,2.471310e-05,30
2.025,15,fire,6,write,nan,nan,nan,nan,0
2.025,15,fire,6,fall,4.106115e-21,1.234660e-15,1.234665e-15,2.471796e-05,30
2.025,15,fire,7,rise,4.118328e-21,1.234663e-15,1.234667e-15,2.471801e-05,30
2.025,15,fire,7,write,nan,nan,nan,nan,0
2.025,15,fire,7,fall,5.313003e-21,1.234979e-15,1.234985e-15,2.472435e-05,30
2.025,15,fire,8,rise,5.324469e-21,1.234983e-15,1.234988e-15,2.472442e-05,30
2.025,15,fire,8,write,nan,nan,nan,nan,0
2.025,15,fire,8,fall,6.444623e-21,1.235368e-15,1.235375e-15,2.473214e-05,30
2.025,15,fire,9,rise,6.455239e-21,1.235372e-15,1.235379e-15,2.473222e-05,30
2.025,15,fire,9,write,nan,nan,nan,nan,0
2.025,15,fire,9,fall,-2.723179e-16,5.565039e-16,2.841860e-16,2.987780e-08,30
2.025,15,burst_read,0,burst_read,nan,nan,nan,nan,0
2.025,15,erase,0,rise,3.805328e-16,2.985156e-18,3.835179e-16,5.573854e-10,30
2.025,15,erase,0,hold,4.027097e-15,1.702993e-17,4.044127e-15,1.321095e-11,40
2.025,15,erase,0,fall,-1.592654e-15,1.359525e-19,-1.592518e-15,8.907513e-08,31
2.025,15,relax,0,hold,-5.524222e-17,-2.424511e-18,-5.766673e-17,-3.456822e-14,70
2.025,16,fire,1,rise,2.725248e-16,5.484936e-16,8.210185e-16,2.452355e-05,30
2.025,16,fire,1,write,nan,nan,nan,nan,0
2.025,16,fire,1,fall,6.301466e-22,1.234110e-15,1.234111e-15,2.470691e-05,30
2.025,16,fire,2,rise,6.360468e-22,1.234111e-15,1.234111e-15,2.470692e-05,30
2.025,16,fire,2,write,nan,nan,nan,nan,0
2.025,16,fire,2,fall,1.218143e-21,1.234179e-15,1.234180e-15,2.470829e-05,30
2.025,16,fire,3,rise,1.223765e-21,1.234180e-15,1.234181e-15,2.470831e-05,30
2.025,16,fire,3,write,nan,nan,nan,nan,0
2.025,16,fire,3,fall,1.775673e-21,1.234289e-15,1.234291e-15,2.471050e-05,30
2.025,16,fire,4,rise,1.780977e-21,1.234290e-15,1.234292e-15,2.471053e-05,30
2.025,16,fire,4,write,nan,nan,nan,nan,0
2.025,16,fire,4,fall,2.300279e-21,1.234438e-15,1.234441e-15,2.471350e-05,30
2.025,16,fire,5,rise,2.305308e-21,1.234440e-15,1.234442e-15,2.471353e-05,30
2.025,16,fire,5,write,nan,nan,nan,nan,0
2.025,16,fire,5,fall,2.867206e-21,1.234625e-15,1.234628e-15,2.471724e-05,30
2.025,16,fire,6,rise,2.873959e-21,1.234627e-15,1.234630e-15,2.471728e-05,30
2.025,16,fire,6,write,nan,nan,nan,nan,0
2.025,16,fire,6,fall,4.051590e-21,1.234866e-15,1.234870e-15,2.472207e-05,30
2.025,16,fire,7,rise,4.063774e-21,1.234869e-15,1.234873e-15,2.472212e-05,30
2.025,16,fire,7,write,nan,nan,nan,nan,0
2.025,16,fire,7,fall,5.256821e-21,1.235181e-15,1.235186e-15,2.472838e-05,30
2.025,16,fire,8,rise,5.268290e-21,1.235184e-15,1.235190e-15,2.472845e-05,30
2.025,16,fire,8,write,nan,nan,nan,nan,0
2.025,16,fire,8,fall,6.387959e-21,1.235565e-15,1.235572e-15,2.473609e-05,30
2.025,16,fire,9,rise,6.398579e-21,1.235570e-15,1.235576e-15,2.473617e-05,30
2.025,16,fire,9,write,nan,nan,nan,nan,0
2.025,16,fire,9,fall,-2.723753e-16,5.569714e-16,2.845961e-16,2.987903e-08,30
2.025,16,burst_read,0,burst_read,nan,nan,nan,nan,0
2.025,16,erase,0,rise,3.543626e-16,2.837212e-18,3.571998e-16,4.900723e-08,30
2.025,16,erase,0,hold,4.070563e-15,1.721045e-17,4.087774e-15,1.335648e-11,40
2.025,16,erase,0,fall,-1.574691e-15,8.608234e-20,-1.574605e-15,8.920476e-08,31
2.025,16,relax,0,hold,-5.507627e-17,-2.416670e-18,-5.749294e-17,-3.481591e-14,70
2.025,17,fire,1,rise,2.724434e-16,5.475188e-16,8.199622e-16,2.451530e-05,30
2.025,17,fire,1,write,nan,nan,nan,nan,0
2.025,17,fire,1,fall,6.371423e-22,1.233698e-15,1.233699e-15,2.469867e-05,30
2.025,17,fire,2,rise,6.431085e-22,1.233699e-15,1.233699e-15,2.469868e-05,30
2.025,17,fire,2,write,nan,nan,nan,nan,0
2.025,17,fire,2,fall,1.231635e-21,1.233768e-15,1.233769e-15,2.470007e-05,30
2.025,17,fire,3,rise,1.237318e-21,1.233769e-15,1.233770e-15,2.470009e-05,30
2.025,17,fire,3,write,nan,nan,nan,nan,0
2.025,17,fire,3,fall,1.795177e-21,1.233880e-15,1.233882e-15,2.470232e-05,30
2.025,17,fire,4,rise,1.800538e-21,1.233881e-15,1.233883e-15,2.470234e-05,30
2.025,17,fire,4,write,nan,nan,nan,nan,0
2.025,17,fire,4,fall,2.325587e-21,1.234032e-15,1.234034e-15,2.470535e-05,30
2.025,17,fire,5,rise,2.330681e-21,1.234033e-15,1.234036e-15,2.470539e-05,30
2.025,17,fire,5,write,nan,nan,nan,nan,0
2.025,17,fire,5,fall,2.911554e-21,1.234221e-15,1.234224e-15,2.470916e-05,30
2.025,17,fire,6,rise,2.918907e-21,1.234223e-15,1.234226e-15,2.470920e-05,30
2.025,17,fire,6,write,nan,nan,nan,nan,0
2.025,17,fire,6,fall,4.152965e-21,1.234469e-15,1.234473e-15,2.471412e-05,30
2.025,17,fire,7,rise,4.165197e-21,1.234472e-15,1.234476e-15,2.471418e-05,30
2.025,17,fire,7,write,nan,nan,nan,nan,0
2.025,17,fire,7,fall,5.364300e-21,1.234792e-15,1.234797e-15,2.472059e-05,30
2.025,17,fire,8,rise,5.375841e-21,1.234795e-15,1.234801e-15,2.472066e-05,30
2.025,17,fire,8,write,nan,nan,nan,nan,0
2.025,17,fire,8,fall,6.496864e-21,1.235184e-15,1.235191e-15,2.472846e-05,30
2.025,17,fire,9,rise,6.507480e-21,1.235189e-15,1.235195e-15,2.472854e-05,30
2.025,17,fire,9,write,nan,nan,nan,nan,0
2.025,17,fire,9,fall,-2.722638e-16,5.560578e-16,2.837940e-16,2.987696e-08,30
2.025,17,burst_read,0,burst_read,nan,nan,nan,nan,0
2.025,17,erase,0,rise,3.543329e-16,2.836981e-18,3.571699e-16,4.900507e-08,30
2.025,17,erase,0,hold,3.881986e-15,1.641978e-17,3.898406e-15,1.339687e-11,39
2.025,17,erase,0,fall,-1.589638e-15,1.317381e-19,-1.589506e-15,8.920086e-08,31
2.025,17,relax,0,hold,-5.515780e-17,-2.420912e-18,-5.757871e-17,-3.486014e-14,70
2.025,18,fire,1,rise,2.724287e-16,5.473174e-16,8.197460e-16,2.451370e-05,30
2.025,18,fire,1,write,nan,nan,nan,nan,0
2.025,18,fire,1,fall,6.389099e-22,1.233619e-15,1.233619e-15,2.469707e-05,30
2.025,18,fire,2,rise,6.448934e-22,1.233619e-15,1.233620e-15,2.469708e-05,30
2.025,18,fire,2,write,nan,nan,nan,nan,0
2.025,18,fire,2,fall,1.235131e-21,1.233689e-15,1.233690e-15,2.469848e-05,30
2.025,18,fire,3,rise,1.518366e-19,1.233741e-13,1.233742e-13,2.470068e-05,30
2.025,18,fire,3,write,nan,nan,nan,nan,0
2.025,18,fire,3,fall,2.316956e-21,1.233948e-15,1.233950e-15,2.470368e-05,30
2.025,18,fire,4,rise,2.322075e-21,1.233949e-15,1.233952e-15,2.470371e-05,30
2.025,18,fire,4,write,nan,nan,nan,nan,0
2.025,18,fire,4,fall,2.901496e-21,1.234137e-15,1.234140e-15,2.470747e-05,30
2.025,18,fire,5,rise,2.908791e-21,1.234139e-15,1.234142e-15,2.470751e-05,30
2.025,18,fire,5,write,nan,nan,nan,nan,0
2.025,18,fire,5,fall,4.142894e-21,1.234384e-15,1.234388e-15,2.471242e-05,30
2.025,18,fire,6,rise,4.155167e-21,1.234387e-15,1.234391e-15,2.471247e-05,30
2.025,18,fire,6,write,nan,nan,nan,nan,0
2.025,18,fire,6,fall,5.355682e-21,1.234706e-15,1.234711e-15,2.471887e-05,30
2.025,18,fire,7,rise,5.367205e-21,1.234710e-15,1.234715e-15,2.471894e-05,30
2.025,18,fire,7,write,nan,nan,nan,nan,0
2.025,18,fire,7,fall,6.490256e-21,1.235098e-15,1.235105e-15,2.472674e-05,30
2.025,18,fire,8,rise,6.500893e-21,1.235103e-15,1.235109e-15,2.472682e-05,30
2.025,18,fire,8,write,nan,nan,nan,nan,0
2.025,18,fire,8,fall,7.525671e-21,1.235555e-15,1.235563e-15,2.473589e-05,30
2.025,18,fire,9,rise,7.535343e-21,1.235560e-15,1.235568e-15,2.473598e-05,30
2.025,18,fire,9,write,nan,nan,nan,nan,0
2.025,18,fire,9,fall,-2.723925e-16,5.571748e-16,2.847823e-16,2.988085e-08,30
2.025,18,burst_read,0,burst_read,nan,nan,nan,nan,0
2.025,18,erase,0,rise,3.543944e-16,2.837478e-18,3.572319e-16,4.900960e-08,30
2.025,18,erase,0,hold,3.889534e-15,1.645082e-17,3.905984e-15,1.348117e-11,39
2.025,18,erase,0,fall,-1.573637e-15,8.648673e-20,-1.573551e-15,8.938360e-08,31
2.025,18,relax,0,hold,-5.458735e-17,-2.390968e-18,-5.697832e-17,-3.460511e-14,70
2.025,19,fire,1,rise,2.723766e-16,5.464609e-16,8.188375e-16,2.450711e-05,30
2.025,19,fire,1,write,nan,nan,nan,nan,0
2.025,19,fire,1,fall,4.653087e-22,1.233281e-15,1.233282e-15,2.469032e-05,30
2.025,19,fire,2,rise,4.696504e-22,1.233281e-15,1.233282e-15,2.469032e-05,30
2.025,19,fire,2,write,nan,nan,nan,nan,0
2.025,19,fire,2,fall,8.987503e-22,1.233329e-15,1.233330e-15,2.469128e-05,30
2.025,19,fire,3,rise,9.029018e-22,1.233330e-15,1.233330e-15,2.469129e-05,30
2.025,19,fire,3,write,nan,nan,nan,nan,0
2.025,19,fire,3,fall,1.311181e-21,1.233406e-15,1.233407e-15,2.469282e-05,30
2.025,19,fire,4,rise,1.315112e-21,1.233407e-15,1.233408e-15,2.469283e-05,30
2.025,19,fire,4,write,nan,nan,nan,nan,0
2.025,19,fire,4,fall,1.701658e-21,1.233510e-15,1.233512e-15,2.469490e-05,30
2.025,19,fire,5,rise,1.705468e-21,1.233511e-15,1.233513e-15,2.469493e-05,30
2.025,19,fire,5,write,nan,nan,nan,nan,0
2.025,19,fire,5,fall,2.201324e-21,1.233641e-15,1.233643e-15,2.469753e-05,30
2.025,19,fire,6,rise,2.212294e-21,1.233643e-15,1.233645e-15,2.469756e-05,30
2.025,19,fire,6,write,nan,nan,nan,nan,0
2.025,19,fire,6,fall,3.372073e-21,1.233824e-15,1.233828e-15,2.470121e-05,30
2.025,19,fire,7,rise,3.383229e-21,1.233827e-15,1.233830e-15,2.470125e-05,30
2.025,19,fire,7,write,nan,nan,nan,nan,0
2.025,19,fire,7,fall,4.542358e-21,1.234074e-15,1.234079e-15,2.470622e-05,30
2.025,19,fire,8,rise,4.559146e-21,1.234077e-15,1.234082e-15,2.470628e-05,30
2.025,19,fire,8,write,nan,nan,nan,nan,0
2.025,19,fire,8,fall,6.223107e-21,1.234420e-15,1.234426e-15,2.471315e-05,30
2.025,19,fire,9,rise,6.238887e-21,1.234424e-15,1.234430e-15,2.471323e-05,30
2.025,19,fire,9,write,nan,nan,nan,nan,0
2.025,19,fire,9,fall,-2.720311e-16,5.542064e-16,2.821753e-16,2.987346e-08,30
2.025,19,burst_read,0,burst_read,nan,nan,nan,nan,0
2.025,19,erase,0,rise,3.542820e-16,2.836583e-18,3.571186e-16,4.900135e-08,30
2.025,19,erase,0,hold,3.907231e-15,1.652460e-17,3.923756e-15,1.347618e-11,39
2.025,19,erase,0,fall,-1.574993e-15,8.653888e-20,-1.574906e-15,8.919265e-08,31
2.025,19,relax,0,hold,-5.495388e-17,-2.412590e-18,-5.736647e-17,-3.449876e-14,70
2.025,20,fire,1,rise,2.724300e-16,5.471330e-16,8.195629e-16,2.451239e-05,30
2.025,20,fire,1,write,nan,nan,nan,nan,0
2.025,20,fire,1,fall,4.663449e-22,1.233545e-15,1.233546e-15,2.469561e-05,30
2.025,20,fire,2,rise,4.706965e-22,1.233546e-15,1.233546e-15,2.469561e-05,30
2.025,20,fire,2,write,nan,nan,nan,nan,0
2.025,20,fire,2,fall,9.007962e-22,1.233593e-15,1.233594e-15,2.469657e-05,30
2.025,20,fire,3,rise,9.049575e-22,1.233594e-15,1.233595e-15,2.469658e-05,30
2.025,20,fire,3,write,nan,nan,nan,nan,0
2.025,20,fire,3,fall,1.314223e-21,1.233670e-15,1.233671e-15,2.469811e-05,30
2.025,20,fire,4,rise,1.318163e-21,1.233671e-15,1.233672e-15,2.469812e-05,30
2.025,20,fire,4,write,nan,nan,nan,nan,0
2.025,20,fire,4,fall,1.705225e-21,1.233774e-15,1.233776e-15,2.470019e-05,30
2.025,20,fire,5,rise,1.709024e-21,1.233775e-15,1.233777e-15,2.470022e-05,30
2.025,20,fire,5,write,nan,nan,nan,nan,0
2.025,20,fire,5,fall,2.170669e-21,1.233905e-15,1.233907e-15,2.470282e-05,30
2.025,20,fire,6,rise,2.177570e-21,1.233906e-15,1.233909e-15,2.470285e-05,30
2.025,20,fire,6,write,nan,nan,nan,nan,0
2.025,20,fire,6,fall,3.319174e-21,1.234085e-15,1.234089e-15,2.470643e-05,30
2.025,20,fire,7,rise,3.330308e-21,1.234087e-15,1.234091e-15,2.470648e-05,30
2.025,20,fire,7,write,nan,nan,nan,nan,0
2.025,20,fire,7,fall,4.460572e-21,1.234332e-15,1.234336e-15,2.471137e-05,30
2.025,20,fire,8,rise,4.476076e-21,1.234334e-15,1.234339e-15,2.471143e-05,30
2.025,20,fire,8,write,nan,nan,nan,nan,0
2.025,20,fire,8,fall,6.129646e-21,1.234671e-15,1.234677e-15,2.471817e-05,30
2.025,20,fire,9,rise,6.145366e-21,1.234675e-15,1.234681e-15,2.471825e-05,30
2.025,20,fire,9,write,nan,nan,nan,nan,0
2.025,20,fire,9,fall,-2.721029e-16,5.548217e-16,2.827189e-16,2.987520e-08,30
2.025,20,burst_read,0,burst_read,nan,nan,nan,nan,0
2.025,20,erase,0,rise,3.543054e-16,2.836771e-18,3.571422e-16,4.900306e-08,30
2.025,20,erase,0,hold,3.920360e-15,1.657912e-17,3.936939e-15,1.352220e-11,39
2.025,20,erase,0,fall,-1.652194e-15,-9.610850e-19,-1.653155e-15,1.052489e-09,30
2.025,20,relax,0,hold,-5.545601e-17,-2.446567e-18,-5.790258e-17,-3.445618e-14,70
2.050,1,fire,1,rise,2.947521e-16,7.686405e-16,1.063393e-15,2.604837e-05,30
2.050,1,fire,1,write,3.804393e-15,1.311251e-13,1.349295e-13,2.623447e-05,11
2.050,1,fire,1,fall,5.481915e-22,1.310412e-15,1.310412e-15,2.623448e-05,30
2.050,1,fire,2,rise,5.536727e-22,1.310412e-15,1.310413e-15,2.623448e-05,30
2.050,1,fire,2,write,8.300046e-20,1.311740e-13,1.311741e-13,2.623519e-05,11
2.050,1,fire,2,fall,1.102471e-21,1.310448e-15,1.310449e-15,2.623520e-05,30
2.050,1,fire,3,rise,1.107845e-21,1.310449e-15,1.310450e-15,2.623521e-05,30
2.050,1,fire,3,write,1.396781e-19,1.311788e-13,1.311790e-13,2.623641e-05,11
2.050,1,fire,3,fall,1.767337e-21,1.310509e-15,1.310511e-15,2.623642e-05,30
2.050,1,fire,4,rise,1.777306e-21,1.310510e-15,1.310511e-15,2.623644e-05,30
2.050,1,fire,4,write,2.325659e-19,1.311867e-13,1.311870e-13,2.623842e-05,11
2.050,1,fire,4,fall,2.900275e-21,1.310610e-15,1.310613e-15,2.623844e-05,30
2.050,1,fire,5,rise,2.912134e-21,1.310611e-15,1.310614e-15,2.623847e-05,30
2.050,1,fire,5,write,3.507873e-19,1.311993e-13,1.311997e-13,2.624143e-05,11
2.050,1,fire,5,fall,4.085807e-21,1.310760e-15,1.310764e-15,2.624146e-05,30
2.050,1,fire,6,rise,4.097133e-21,1.310762e-15,1.310766e-15,2.624150e-05,30
2.050,1,fire,6,write,4.663539e-19,1.312169e-13,1.312173e-13,2.624540e-05,11
2.050,1,fire,6,fall,5.207555e-21,1.310959e-15,1.310964e-15,2.624545e-05,30
2.050,1,fire,7,rise,5.218213e-21,1.310961e-15,1.310966e-15,2.624549e-05,30
2.050,1,fire,7,write,5.751247e-19,1.312391e-13,1.312396e-13,2.625027e-05,11
2.050,1,fire,7,fall,6.258431e-21,1.311203e-15,1.311209e-15,2.625033e-05,30
2.050,1,fire,8,rise,6.268371e-21,1.311205e-15,1.311211e-15,2.625038e-05,30
2.050,1,fire,8,write,6.765698e-19,1.312656e-13,1.312663e-13,2.625598e-05,11
2.050,1,fire,8,fall,7.234209e-21,1.311488e-15,1.311495e-15,2.625604e-05,30
2.050,1,fire,9,rise,7.243398e-21,1.311491e-15,1.311498e-15,2.625610e-05,30
2.050,1,fire,9,write,7.703601e-19,1.312961e-13,1.312969e-13,2.626245e-05,11
2.050,1,fire,9,fall,-2.962798e-16,7.878334e-16,4.915536e-16,3.091312e-08,30
2.050,1,burst_read,0,burst_read,7.743955e-17,3.862772e-18,8.130233e-17,-2.705443e-13,21
2.050,1,erase,0,rise,3.647150e-16,2.915494e-18,3.676305e-16,5.040119e-09,30
2.050,1,erase,0,hold,1.148568e-14,4.804728e-17,1.153373e-14,1.466324e-11,41
2.050,1,erase,0,fall,-1.600346e-15,4.338254e-19,-1.599912e-15,1.070737e-08,34
2.050,1,relax,0,hold,-1.980666e-14,2.658364e-16,-1.954082e-14,-3.585679e-14,71
2.050,2,fire,1,rise,2.783505e-16,5.343441e-16,8.126946e-16,2.446109e-05,30
2.050,2,fire,1,write,3.776070e-15,1.231831e-13,1.269592e-13,2.464608e-05,11
2.050,2,fire,1,fall,4.709213e-22,1.231072e-15,1.231072e-15,2.464608e-05,30
2.050,2,fire,2,rise,4.753242e-22,1.231072e-15,1.231072e-15,2.464609e-05,30
2.050,2,fire,2,write,6.952664e-20,1.232326e-13,1.232327e-13,2.464704e-05,11
2.050,2,fire,2,fall,9.102174e-22,1.231120e-15,1.231121e-15,2.464705e-05,30
2.050,2,fire,3,rise,9.144224e-22,1.231121e-15,1.231122e-15,2.464707e-05,30
2.050,2,fire,3,write,1.126360e-19,1.232389e-13,1.232390e-13,2.464860e-05,11
2.050,2,fire,3,fall,1.344257e-21,1.231198e-15,1.231199e-15,2.464862e-05,30
2.050,2,fire,4,rise,1.349129e-21,1.231199e-15,1.231200e-15,2.464863e-05,30
2.050,2,fire,4,write,1.893683e-19,1.232487e-13,1.232489e-13,2.465111e-05,11
2.050,2,fire,4,fall,2.591782e-21,1.231324e-15,1.231326e-15,2.465115e-05,30
2.050,2,fire,5,rise,2.605910e-21,1.231326e-15,1.231328e-15,2.465118e-05,30
2.050,2,fire,5,write,3.308543e-19,1.232655e-13,1.232658e-13,2.465529e-05,11
2.050,2,fire,5,fall,3.988963e-21,1.231533e-15,1.231537e-15,2.465534e-05,30
2.050,2,fire,6,rise,4.002220e-21,1.231535e-15,1.231539e-15,2.465538e-05,30
2.050,2,fire,6,write,4.663428e-19,1.232904e-13,1.232909e-13,2.466104e-05,11
2.050,2,fire,6,fall,5.312817e-21,1.231820e-15,1.231826e-15,2.466110e-05,30
2.050,2,fire,7,rise,5.329267e-21,1.231824e-15,1.231829e-15,2.466117e-05,30
2.050,2,fire,7,write,6.314988e-19,1.233241e-13,1.233248e-13,2.466894e-05,11
2.050,2,fire,7,fall,7.307324e-21,1.232216e-15,1.232223e-15,2.466903e-05,30
2.050,2,fire,8,rise,7.326798e-21,1.232220e-15,1.232228e-15,2.466912e-05,30
2.050,2,fire,8,write,8.291000e-19,1.233706e-13,1.233715e-13,2.467955e-05,11
2.050,2,fire,8,fall,9.208489e-21,1.232746e-15,1.232756e-15,2.467966e-05,30
2.050,2,fire,9,rise,9.226401e-21,1.232752e-15,1.232761e-15,2.467978e-05,30
2.050,2,fire,9,write,1.011310e-18,1.234301e-13,1.234311e-13,2.469263e-05,11
2.050,2,fire,9,fall,-2.774271e-16,5.443916e-16,2.669645e-16,3.012980e-08,30
2.050,2,burst_read,0,burst_read,7.538045e-17,3.764053e-18,7.914450e-17,-4.386406e-13,21
2.050,2,erase,0,rise,3.561474e-16,2.845857e-18,3.589932e-16,4.957913e-09,30
2.050,2,erase,0,hold,1.145199e-14,4.795672e-17,1.149995e-14,1.279962e-11,41
2.050,2,erase,0,fall,-1.616180e-15,3.333468e-19,-1.615847e-15,1.008784e-08,31
2.050,2,relax,0,hold,-1.990839e-14,2.496190e-16,-1.965877e-14,-3.411658e-14,71
2.050,3,fire,1,rise,2.799437e-16,5.565089e-16,8.364526e-16,2.463157e-05,30
2.050,3,fire,1,write,2.420604e-20,1.116741e-13,1.116741e-13,2.481667e-05,10
2.050,3,fire,1,fall,4.788880e-22,1.239593e-15,1.239594e-15,2.481668e-05,30
2.050,3,fire,2,rise,4.833617e-22,1.239593e-15,1.239594e-15,2.481669e-05,30
2.050,3,fire,2,write,6.443558e-20,1.116770e-13,1.116771e-13,2.481758e-05,10
2.050,3,fire,2,fall,9.257806e-22,1.239640e-15,1.239641e-15,2.481762e-05,30
2.050,3,fire,3,rise,9.300634e-22,1.239641e-15,1.239642e-15,2.481764e-05,30
2.050,3,fire,3,write,1.029787e-19,1.116825e-13,1.116826e-13,2.481904e-05,10
2.050,3,fire,3,fall,1.351496e-21,1.239716e-15,1.239717e-15,2.481914e-05,30
2.050,3,fire,4,rise,1.355556e-21,1.239716e-15,1.239718e-15,2.481916e-05,30
2.050,3,fire,4,write,1.395575e-19,1.116904e-13,1.116905e-13,2.482101e-05,10
2.050,3,fire,4,fall,1.754038e-21,1.239818e-15,1.239820e-15,2.482119e-05,30
2.050,3,fire,5,rise,1.757912e-21,1.239819e-15,1.239821e-15,2.482122e-05,30
2.050,3,fire,5,write,1.756697e-19,1.117005e-13,1.117007e-13,2.482349e-05,10
2.050,3,fire,5,fall,2.234706e-20,1.239953e-14,1.239955e-14,2.482403e-05,30
2.050,3,fire,6,rise,2.267038e-21,1.239961e-15,1.239963e-15,2.482405e-05,30
2.050,3,fire,6,write,2.468458e-19,1.117148e-13,1.117150e-13,2.482712e-05,10
2.050,3,fire,6,fall,3.379909e-21,1.240136e-15,1.240139e-15,2.482756e-05,30
2.050,3,fire,7,rise,3.391317e-21,1.240138e-15,1.240141e-15,2.482760e-05,30
2.050,3,fire,7,write,3.156065e-19,9.931903e-14,9.931934e-14,2.483171e-05,9
2.050,3,fire,7,fall,4.552479e-21,1.240377e-15,1.240381e-15,2.483240e-05,30
2.050,3,fire,8,rise,4.566334e-21,1.240380e-15,1.240384e-15,2.483245e-05,30
2.050,3,fire,8,write,4.284368e-19,9.934093e-14,9.934136e-14,2.483792e-05,9
2.050,3,fire,8,fall,6.252062e-21,1.240708e-15,1.240714e-15,2.483903e-05,30
2.050,3,fire,9,rise,6.268174e-21,1.240712e-15,1.240718e-15,2.483911e-05,30
2.050,3,fire,9,write,5.580256e-19,9.937082e-14,9.937138e-14,2.484621e-05,9
2.050,3,fire,9,fall,-2.798402e-16,5.644786e-16,2.846383e-16,3.017630e-08,30
2.050,3,burst_read,0,burst_read,-2.729733e-20,-1.354449e-21,-2.865178e-20,-3.332936e-13,17
2.050,3,erase,0,rise,3.567699e-16,2.850881e-18,3.596207e-16,4.962311e-09,30
2.050,3,erase,0,hold,3.923340e-15,1.659890e-17,3.939939e-15,1.288558e-11,40
2.050,3,erase,0,fall,-1.614511e-15,3.319833e-19,-1.614179e-15,1.009509e-08,31
2.050,3,relax,0,hold,-5.295648e-17,-2.218730e-18,-5.517521e-17,-3.415149e-14,70
2.050,4,fire,1,rise,2.799062e-16,5.559591e-16,8.358653e-16,2.462718e-05,30
2.050,4,fire,1,write,1.714178e-20,9.924811e-14,9.924813e-14,2.481218e-05,9
2.050,4,fire,1,fall,4.988693e-21,1.239375e-14,1.239375e-14,2.481234e-05,30
2.050,4,fire,2,rise,5.233789e-22,1.239377e-15,1.239377e-15,2.481235e-05,30
2.050,4,fire,2,write,5.656467e-20,9.925080e-14,9.925085e-14,2.481310e-05,9
2.050,4,fire,2,fall,9.639140e-22,1.239426e-15,1.239427e-15,2.481334e-05,30
2.050,4,fire,3,rise,9.681766e-22,1.239427e-15,1.239428e-15,2.481335e-05,30
2.050,4,fire,3,write,8.096354e-20,8.684891e-14,8.684899e-14,2.481452e-05,8
2.050,4,fire,3,fall,1.387430e-21,1.239504e-15,1.239506e-15,2.481491e-05,30
2.050,4,fire,4,rise,1.391467e-21,1.239505e-15,1.239506e-15,2.481492e-05,30
2.050,4,fire,4,write,1.093558e-19,8.685509e-14,8.685520e-14,2.481647e-05,8
2.050,4,fire,4,fall,1.788962e-21,1.239609e-15,1.239611e-15,2.481701e-05,30
2.050,4,fire,5,rise,1.792884e-21,1.239610e-15,1.239612e-15,2.481703e-05,30
2.050,4,fire,5,write,1.376208e-19,8.686303e-14,8.686317e-14,2.481892e-05,8
2.050,4,fire,5,fall,2.273957e-21,1.239740e-15,1.239743e-15,2.481964e-05,30
2.050,4,fire,6,rise,2.280421e-21,1.239742e-15,1.239744e-15,2.481967e-05,30
2.050,4,fire,6,write,1.890650e-19,8.687309e-14,8.687328e-14,2.482211e-05,8
2.050,4,fire,6,fall,3.475924e-20,1.239929e-14,1.239932e-14,2.482360e-05,30
2.050,4,fire,7,rise,3.538363e-21,1.239940e-15,1.239944e-15,2.482365e-05,30
2.050,4,fire,7,write,2.778064e-19,8.688869e-14,8.688897e-14,2.482705e-05,8
2.050,4,fire,7,fall,4.776228e-21,1.240188e-15,1.240193e-15,2.482862e-05,30
2.050,4,fire,8,rise,4.793453e-21,1.240191e-15,1.240196e-15,2.482868e-05,30
2.050,4,fire,8,write,3.784111e-19,8.690801e-14,8.690839e-14,2.483322e-05,8
2.050,4,fire,8,fall,6.480098e-21,1.240535e-15,1.240541e-15,2.483557e-05,30
