timestep,ALIF0,ALIF1,ALIF2,ALIF3,ALIF4
859,2.3847857,2.4953465,0.7736995,2.2735927,1.9273533
860,2.382402,2.4928524,0.7729262,2.3758504,1.9254268
861,2.3800206,2.4903607,0.7721537,2.3734758,1.9235023
862,2.3776417,2.4878716,0.7713819,2.3711035,1.9215797
863,2.3752651,2.485385,0.7706109,2.3687336,1.9196591
864,2.372891,2.4829009,0.7698407,2.3663661,1.9177405
865,2.3705192,2.4804192,0.7690713,2.364001,1.9158237
866,2.3681498,2.4779398,0.76830256,2.3616383,1.9139088
867,2.3657827,2.4754632,0.7675346,2.3592777,1.9119959
868,2.4661613,2.4729888,0.76676744,2.3569195,1.9100848
869,2.4636962,2.4705172,0.76600105,2.3545637,1.9081757
870,2.4612339,2.5686126,0.7652354,2.3522103,2.016678
