node,T_K,state,t_rel_s,G_uA_um,G_over_plateau,phase,plateau_uA_um,plateau_spread_pct
t12_ret_l8,300,ltp_level_8,6.85e-07,37.61352,93.94828357487597,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,7.3e-07,37.64278,94.02136705064216,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,7.3e-07,37.64278,94.02136705064216,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,7.75e-07,37.66362,94.07341966974562,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,7.75e-07,37.66362,94.07341966974562,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,8.2e-07,37.67624,94.10494097747525,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,8.2e-07,37.67624,94.10494097747525,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,8.65e-07,37.68083,94.11640554185553,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,8.65e-07,37.68083,94.11640554185553,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,9.1e-07,37.67758,94.10828793091089,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,9.1e-07,37.67758,94.10828793091089,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,9.55e-07,37.6667,94.08111266719469,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,9.55e-07,37.6667,94.08111266719469,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,1e-06,37.64838,94.03535431873138,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,1e-06,37.64838,94.03535431873138,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,1e-06,37.64838,94.03535431873138,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,1e-06,37.64838,94.03535431873138,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,1.45e-06,37.05346,92.54940690236712,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,1.45e-06,37.05346,92.54940690236712,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,1.9e-06,35.87494,89.6057863329904,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,1.9e-06,35.87494,89.6057863329904,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,2.35e-06,34.33846,85.76807960553906,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,2.35e-06,34.33846,85.76807960553906,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,2.8e-06,32.62915,81.49869081668412,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,2.8e-06,32.62915,81.49869081668412,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,3.25e-06,30.82289,76.98714744903452,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,3.25e-06,30.82289,76.98714744903452,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,3.7e-06,28.99494,72.42142839480363,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,3.7e-06,28.99494,72.42142839480363,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,4.15e-06,27.1612,67.84124750445906,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,4.15e-06,27.1612,67.84124750445906,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,4.6e-06,25.32875,63.26428868122791,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,4.6e-06,25.32875,63.26428868122791,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,5.05e-06,23.50515,58.70943473703062,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,5.05e-06,23.50515,58.70943473703062,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,5.5e-06,21.69908,54.19836593740547,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,5.5e-06,21.69908,54.19836593740547,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,5.95e-06,19.92069,49.7564342057642,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,5.95e-06,19.92069,49.7564342057642,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,6.4e-06,18.18159,45.412638146127485,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,6.4e-06,18.18159,45.412638146127485,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,6.85e-06,16.49458,41.198948656984975,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,6.85e-06,16.49458,41.198948656984975,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,7.3e-06,14.87312,37.1489851362797,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,7.3e-06,14.87312,37.1489851362797,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,7.75e-06,13.33064,33.29629205016134,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,7.75e-06,13.33064,33.29629205016134,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,8.2e-06,11.87963,29.672066001921753,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,8.2e-06,11.87963,29.672066001921753,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,8.65e-06,10.53079,26.303032664517122,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,8.65e-06,10.53079,26.303032664517122,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,9.1e-06,9.292172,23.209303731278606,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,9.1e-06,9.292172,23.209303731278606,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,9.55e-06,8.168526,20.402743402817585,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,9.55e-06,8.168526,20.402743402817585,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,1e-05,7.161058,17.88636393722614,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,1e-05,7.161058,17.88636393722614,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,1e-05,7.161058,17.88636393722614,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,1e-05,7.161058,17.88636393722614,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,1.45e-05,2.116396,5.2861782562422555,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,1.45e-05,2.116396,5.2861782562422555,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,1.9e-05,0.9816902,2.451993572850313,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,1.9e-05,0.9816902,2.451993572850313,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,2.35e-05,0.6501734,1.6239552946930058,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,2.35e-05,0.6501734,1.6239552946930058,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,2.8e-05,0.5196006,1.297820159200088,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,2.8e-05,0.5196006,1.297820159200088,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,3.25e-05,0.4604724,1.1501340904441733,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,3.25e-05,0.4604724,1.1501340904441733,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,3.7e-05,0.4315441,1.0778791105396313,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,3.7e-05,0.4315441,1.0778791105396313,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,4.15e-05,0.4167844,1.0410134175366872,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,4.15e-05,0.4167844,1.0410134175366872,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,4.6e-05,0.4090814,1.0217734307346737,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,4.6e-05,0.4090814,1.0217734307346737,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,5.05e-05,0.405012,1.0116091827414095,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,5.05e-05,0.405012,1.0116091827414095,settling,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,5.5e-05,0.4028481,1.0062043524881477,plateau,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,5.5e-05,0.4028481,1.0062043524881477,plateau,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,5.95e-05,0.4016933,1.0033199779900346,plateau,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,5.95e-05,0.4016933,1.0033199779900346,plateau,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,6.4e-05,0.4010759,1.001777881683198,plateau,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,6.4e-05,0.4010759,1.001777881683198,plateau,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,6.85e-05,0.4007454,1.0009523830932894,plateau,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,6.85e-05,0.4007454,1.0009523830932894,plateau,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,7.3e-05,0.4005684,1.0005102855126122,plateau,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,7.3e-05,0.4005684,1.0005102855126122,plateau,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,7.75e-05,0.4004736,1.0002735010456731,plateau,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,7.75e-05,0.4004736,1.0002735010456731,plateau,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,8.2e-05,0.4004228,1.0001466165422925,plateau,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,8.2e-05,0.4004228,1.0001466165422925,plateau,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,8.65e-05,0.4003956,1.000078678383002,plateau,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,8.65e-05,0.4003956,1.000078678383002,plateau,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,9.1e-05,0.400381,1.000042211576912,plateau,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,9.1e-05,0.400381,1.000042211576912,plateau,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,9.55e-05,0.4003732,1.000022729310645,plateau,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,9.55e-05,0.4003732,1.000022729310645,plateau,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,0.0001,0.400369,1.000012238859578,plateau,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,0.0001,0.400369,1.000012238859578,plateau,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,0.0001,0.400369,1.000012238859578,plateau,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,0.0001,0.400369,1.000012238859578,plateau,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,0.000145,0.4003641,1.0,plateau,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,0.000145,0.4003641,1.0,plateau,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,0.00019,0.4003641,1.0,plateau,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,0.00019,0.4003641,1.0,plateau,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,0.000235,0.4003641,1.0,plateau,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,0.000235,0.4003641,1.0,plateau,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,0.00028,0.4003641,1.0,plateau,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,0.00028,0.4003641,1.0,plateau,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,0.000325,0.4003641,1.0,plateau,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,0.000325,0.4003641,1.0,plateau,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,0.00037,0.4003641,1.0,plateau,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,0.00037,0.4003641,1.0,plateau,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,0.000415,0.4003641,1.0,plateau,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,0.000415,0.4003641,1.0,plateau,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,0.00046,0.4003641,1.0,plateau,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,0.00046,0.4003641,1.0,plateau,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,0.000505,0.4003641,1.0,plateau,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,0.000505,0.4003641,1.0,plateau,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,0.00055,0.4003641,1.0,plateau,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,0.00055,0.4003641,1.0,plateau,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,0.000595,0.4003641,1.0,plateau,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,0.000595,0.4003641,1.0,plateau,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,0.00064,0.4003641,1.0,plateau,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,0.00064,0.4003641,1.0,plateau,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,0.000685,0.4003641,1.0,plateau,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,0.000685,0.4003641,1.0,plateau,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,0.00073,0.4003641,1.0,plateau,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,0.00073,0.4003641,1.0,plateau,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,0.000775,0.4003641,1.0,plateau,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,0.000775,0.4003641,1.0,plateau,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,0.00082,0.4003641,1.0,plateau,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,0.00082,0.4003641,1.0,plateau,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,0.000865,0.4003641,1.0,plateau,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,0.000865,0.4003641,1.0,plateau,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,0.00091,0.4003641,1.0,plateau,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,0.00091,0.4003641,1.0,plateau,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,0.000955,0.4003641,1.0,plateau,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,0.000955,0.4003641,1.0,plateau,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,0.001,0.4003641,1.0,plateau,0.4003641,0.6204352488147629
t12_ret_l8,300,ltp_level_8,0.001,0.4003641,1.0,plateau,0.4003641,0.6204352488147629
