series,overdrive_V,I_over_Ion,Vt_V,Ion_A
"TCAD, erased",1.9428264001763627,4.181713543248012,0.35717359980803715,1.0709819098929524e-06
"TCAD, erased",1.962826400176313,4.193084777011541,0.35717359980803715,1.0709819098929524e-06
"TCAD, erased",1.9828264001762628,4.204228892083848,0.35717359980803715,1.0709819098929524e-06
"TCAD, erased",2.002826400176203,4.215154400140705,0.35717359980803715,1.0709819098929524e-06
"TCAD, erased",2.022826400176153,4.225868450538906,0.35717359980803715,1.0709819098929524e-06
"TCAD, erased",2.042826400176103,4.236378035077563,0.35717359980803715,1.0709819098929524e-06
"TCAD, erased",2.0628264001760432,4.246689814450764,0.35717359980803715,1.0709819098929524e-06
"TCAD, erased",2.082826400175993,4.256810212636188,0.35717359980803715,1.0709819098929524e-06
"TCAD, erased",2.102826400175933,4.266745261837775,0.35717359980803715,1.0709819098929524e-06
"TCAD, erased",2.122826400175883,4.276500915991077,0.35717359980803715,1.0709819098929524e-06
"TCAD, erased",2.142826400175833,4.2860828382785074,0.35717359980803715,1.0709819098929524e-06
"TCAD, erased",2.162826400175773,4.295454903374743,0.35717359980803715,1.0709819098929524e-06
"TCAD, erased",2.182826400175723,4.304622072646676,0.35717359980803715,1.0709819098929524e-06
"TCAD, erased",2.202826400175673,4.3136315679028785,0.35717359980803715,1.0709819098929524e-06
"TCAD, erased",2.222826400175613,4.322486869434958,0.35717359980803715,1.0709819098929524e-06
"TCAD, erased",2.242826400175563,4.331191641228437,0.35717359980803715,1.0709819098929524e-06
"TCAD, erased",2.262826400175503,4.339749571765892,0.35717359980803715,1.0709819098929524e-06
"TCAD, erased",2.2828264001754532,4.348164252000812,0.35717359980803715,1.0709819098929524e-06
"TCAD, erased",2.302826400175403,4.356439219543523,0.35717359980803715,1.0709819098929524e-06
"TCAD, erased",2.322826400175343,4.364577892636465,0.35717359980803715,1.0709819098929524e-06
"TCAD, erased",2.342826400175293,4.372583640051823,0.35717359980803715,1.0709819098929524e-06
"TCAD, erased",2.362826400175243,4.380459718034202,0.35717359980803715,1.0709819098929524e-06
"TCAD, erased",2.382826400175183,4.388209340924001,0.35717359980803715,1.0709819098929524e-06
"TCAD, erased",2.402826400175133,4.395835588620545,0.35717359980803715,1.0709819098929524e-06
