t_us,phase,pulse,Vg_V,Py_uC_cm2,Id_uA_um,V_pgm_V,threshold_uA_um
0.4394999999999998,read,9,0.0,0.319648519891544,0.0014599927414070792,0.2,0.08209538082760466
0.44200000000000017,read,9,0.0,0.31963428938327704,0.0006927633269028567,0.2,0.08209538082760466
0.44449999999999973,read,9,0.0,0.319620021805169,0.0006258551736923641,0.2,0.08209538082760466
0.4470000000000001,read,9,0.0,0.31960571897045104,0.0006174399426718578,0.2,0.08209538082760466
0.4494999999999997,read,9,0.0,0.31959138558161304,0.0006155618386301794,0.2,0.08209538082760466
0.45200000000000007,read,9,0.0,0.31957702233047497,0.0006151072539808358,0.2,0.08209538082760466
0.45450000000000046,read,9,0.0,0.31956262988753903,0.0006151652226840848,0.2,0.08209538082760466
0.457,read,9,0.0,0.319548208902691,0.0006155588516972764,0.2,0.08209538082760466
0.4595000000000004,read,9,0.0,0.31953376000584,0.0006162398596459255,0.2,0.08209538082760466
0.46199999999999997,read,9,0.0,0.319519283807518,0.0006171829531062613,0.2,0.08209538082760466
0.46450000000000036,read,9,0.0,0.31950478089946405,0.0006183674223191204,0.2,0.08209538082760466
0.4669999999999999,read,9,0.0,0.31949025185519303,0.0006197739581686266,0.2,0.08209538082760466
0.4680000000000004,write,10,2.0,0.319484415780126,71.48964914947535,0.2,0.08209538082760466
0.47133333333333005,write,10,2.0,0.319463703779473,73.753906745081,0.2,0.08209538082760466
0.47466666666666985,write,10,2.0,0.31944076123535003,73.75376766801831,0.2,0.08209538082760466
0.4780000000000003,write,10,2.0,0.319415908126504,73.75363228139439,0.2,0.08209538082760466
0.48133333333332995,write,10,2.0,0.319389160081059,73.75350055971127,0.2,0.08209538082760466
0.48466666666666974,write,10,2.0,0.319360515901338,73.75337250901408,0.2,0.08209538082760466
0.48800000000000027,write,10,2.0,0.319329974424156,73.75324813534436,0.2,0.08209538082760466
0.4889999999999999,read,10,0.0,0.319320625470827,0.6237299343990748,0.2,0.08209538082760466
0.49150000000000027,read,10,0.0,0.319297201092219,0.0014591392090476342,0.2,0.08209538082760466
0.49399999999999983,read,10,0.0,0.31927376525955603,0.0006919247337066924,0.2,0.08209538082760466
0.4965000000000002,read,10,0.0,0.319250320278528,0.0006250266630147177,0.2,0.08209538082760466
0.4989999999999998,read,10,0.0,0.319226867410225,0.0006166229043012,0.2,0.08209538082760466
0.5015000000000002,read,10,0.0,0.31920340878745096,0.0006147579018214014,0.2,0.08209538082760466
