cycle,phase,pulse,segment,E_gate_J,E_drain_J,E_total_J,n_samples
20,fire,3,read,7.402580e-17,3.696395e-18,7.772219e-17,21
20,fire,4,rise,2.573801e-16,5.374366e-16,7.948167e-16,30
20,fire,4,write,3.611177e-15,1.230786e-13,1.266898e-13,11
20,fire,4,fall,-2.648142e-16,5.483281e-16,2.835139e-16,30
20,fire,4,read,7.402764e-17,3.696485e-18,7.772413e-17,21
20,fire,5,rise,2.574471e-16,5.378879e-16,7.953350e-16,30
20,fire,5,write,3.611268e-15,1.230983e-13,1.267095e-13,11
20,fire,5,fall,-2.648727e-16,5.488173e-16,2.839446e-16,30
20,fire,5,read,7.403027e-17,3.696613e-18,7.772688e-17,21
20,fire,6,rise,2.575248e-16,5.384125e-16,7.959373e-16,30
20,fire,6,write,3.611367e-15,1.231208e-13,1.267322e-13,11
20,fire,6,fall,-2.649390e-16,5.493713e-16,2.844323e-16,30
20,fire,6,read,7.403339e-17,3.696766e-18,7.773016e-17,21
20,fire,7,rise,2.576111e-16,5.389964e-16,7.966076e-16,30
20,fire,7,write,3.611471e-15,1.231457e-13,1.267572e-13,11
20,fire,7,fall,-2.650115e-16,5.499788e-16,2.849673e-16,30
20,fire,7,read,7.403681e-17,3.696930e-18,7.773374e-17,21
20,fire,8,rise,2.577047e-16,5.396296e-16,7.973343e-16,30
20,fire,8,write,3.611586e-15,1.231727e-13,1.267843e-13,11
20,fire,8,fall,-2.650898e-16,5.506373e-16,2.855476e-16,30
20,fire,8,read,7.404067e-17,3.697124e-18,7.773780e-17,21
20,fire,9,rise,2.578081e-16,5.403347e-16,7.981428e-16,30
20,fire,9,write,3.611721e-15,1.232028e-13,1.268146e-13,11
20,fire,9,fall,-2.651772e-16,5.513847e-16,2.862075e-16,30
20,fire,9,read,7.404529e-17,3.697351e-18,7.774264e-17,21
20,erase,0,rise,3.567381e-16,2.850613e-18,3.595887e-16,30
20,erase,0,hold,1.147569e-14,4.805377e-17,1.152375e-14,41
20,erase,0,fall,-1.617535e-15,3.252571e-19,-1.617210e-15,31
20,relax,0,hold,-1.991492e-14,2.479188e-16,-1.966701e-14,71
