timestep,ALIF0,ALIF1,ALIF2,ALIF3,ALIF4
202,0.10773062,0.0,0.0,1.8998677,0.10914028
203,0.22432621,0.0,0.0,1.8979688,0.10903119
204,0.22410199,0.0,0.0,1.8960717,0.10892221
205,0.223878,0.0,0.0,1.8941765,0.108813345
206,0.22365423,0.0,0.0,1.8922832,0.10870458
207,0.22343068,0.0,0.0,1.8903918,0.10859593
208,0.22320735,0.0,0.0,1.8885024,0.10848739
209,0.22298425,0.0,0.0,1.8866148,0.108378954
210,0.22276138,0.0,0.0,1.8847291,0.10827063
211,0.22253872,0.0,0.0,1.8828453,0.10816241
212,0.2223163,0.0,0.0,1.8809633,0.1080543
213,0.33879736,0.0,0.0,1.8790833,0.1079463
214,0.33845872,0.0,0.0,1.8772051,0.10783841
215,0.33812043,0.0,0.0,1.8753289,0.10773062
216,0.33778247,0.0,0.0,1.8734545,0.107622944
217,0.33744484,0.0,0.0,1.8715819,0.10751537
